eventID,volume,energy_MeV,x_mm,y_mm,z_mm
27,Collimator,11.5079,-5.85744,10.9681,-575
27,Collimator,0.510999,7.75545,-52.9497,-575
27,Collimator,6.86129,-23.5734,-13.1954,-575
27,Collimator,1.11692,-3.81385,24.7379,-575
27,Collimator,1.41746,3.11981,24.0699,-575
27,Collimator,11.0404,3.81005,17.7273,-575
27,Collimator,1.30888,-18.3316,30.037,-575
27,Collimator,24.4763,-6.07956,9.42259,-575
27,Collimator,0.285478,9.27753,3.73195,-568.196
27,Phantom,55.0544,-3.30581,13.0595,-365
27,Scint1,55.0544,-4.7045,18.5673,-202.5
27,DWC1,55.0544,-6.01712,23.7361,-50
27,DWC2,55.0544,-8.16895,32.2097,200
27,Scint2,55.0544,-11.5904,45.6825,597.5
27,Collimator,4.30057,43.5558,-41.5938,-575
27,Collimator,21.8158,33.6823,-31.4942,-575
27,Collimator,10.1286,40.5502,-35.9403,-575
27,Collimator,2.13823,59.7391,-33.8045,-575
27,Collimator,0.352498,12.4207,11.9719,-575
27,Collimator,33.5091,11.8903,-5.60493,-575
27,Collimator,0.960596,-8.1841,-5.74635,-574.341
27,Collimator,0.470593,-4.57889,-8.89009,-564.263
27,Collimator,2.77187,11.3755,3.03881,-575
27,Collimator,0.510999,2.22226,9.74995,-563.08
27,Phantom,5.58857,11.9136,-11.5305,-365
27,Scint1,5.58857,16.9367,-16.4081,-202.5
27,DWC1,5.58857,21.6508,-20.9856,-50
27,DWC2,5.58857,29.3787,-28.4897,200
27,Scint2,5.58857,41.6661,-40.4212,597.5
27,Phantom,2.14621,2.56596,1.58492,-365
27,Scint1,2.14621,3.63729,2.26473,-202.5
27,DWC1,2.14621,4.6427,2.90271,-50
27,DWC2,2.14621,6.29091,3.94858,200
27,Scint2,2.14621,8.91157,5.61152,597.5
27,Phantom,1.20463,0.52673,1.36299,-365
27,Scint1,1.20463,0.740876,1.94948,-202.5
27,DWC1,1.20463,0.941843,2.49988,-50
27,DWC2,1.20463,1.2713,3.40218,200
27,Scint2,1.20463,1.79513,4.83683,597.5
27,Phantom,1.95316,2.88285,1.52591,-365
27,Scint1,1.95316,4.0871,2.181,-202.5
27,DWC1,1.95316,5.21724,2.79577,-50
27,DWC2,1.95316,7.06992,3.8036,200
27,Scint2,1.95316,10.0157,5.40605,597.5
27,Collimator,3.34784,48.5637,-47.8543,-575
27,Phantom,15.1496,0.273697,-1.07096,-365
27,Scint1,15.1496,0.38228,-1.50348,-202.5
27,DWC1,15.1496,0.484181,-1.90938,-50
27,DWC2,15.1496,0.651231,-2.5748,200
27,Scint2,15.1496,0.916842,-3.63282,597.5
02.5
43,DWC1,1.1,-8.8523,-575
17,Collimator,11.9312,-8.84236,5.80115,-575
17,Collimator,1.42377,8.90102,4.55762,-561.655
17,Collimator,0.537705,52.025,-47.9359,-575
17,Collimator,3.20805,47.9101,25.4445,-575
17,Collimator,7.03641,-10.1811,21.184,-575
17,Collimator,5.13736,-14.0504,29.7255,-575
17,Cherenkov,0.609077,44.9822,-32.888,-850
17,Phantom,2.67579,-14.4009,-3.0576,-365
17,Scint1,2.67579,-20.4783,-4.36616,-202.5
17,DWC1,2.67579,-26.1816,-5.59419,-50
17,DWC2,2.67579,-35.5314,-7.60736,200
,Collimator,0.395073,-6.11524,10.6191,-575
43,Phantom,306.67,4.51891,-1.43441,-365
43,Scint1,306.67,6.4377,-2.04025,-202.5
43,DWC1,306.67,8.23842,-2.6088,-50
43,DWC2,306.67,11.1904,-3.54086,200
43,Scint2,306.67,15.8841,-5.02282,597.5
43,Phantom,11.6045,1.02065,1.76751,-365
43,Scint1,11.6045,1.45324,2.52175,-202.5
43,DWC1,11.6045,1.85921,3.22957,-50
43,DWC2,11.6045,2.52473,4.38994,200
43,Scint2,11.6045,3.58292,6.23492,597.5
43,Phantom,1.0944,-0.959061,-4.64391,-365
43,Scint1,1.0944,-1.3679,-6.60962,-202.5
