eventID,volume,particle,energy_MeV,x_mm,y_mm,z_mm
27,DWC1,gamma,98.7717,-6.33995,1.56354,-50
27,DWC2,gamma,98.7717,-8.60315,2.13436,200
27,Scint2,gamma,98.7717,-12.2016,3.04196,597.5
27,Phantom,gamma,18.2229,-0.566507,-1.18423,-365
27,Scint1,gamma,18.2229,-0.811106,-1.66537,-202.5
27,DWC1,gamma,18.2229,-1.04065,-2.1169,-50
27,DWC2,gamma,18.2229,-1.41696,-2.85712,200
27,Scint2,gamma,18.2229,-2.01529,-4.03406,597.5
27,Collimator,gamma,0.331054,-6.65491,59.3639,-575
27,Collimator,e+,84.3065,17.9509,20.8975,-575
27,Collimator,gamma,0.258849,-56.5223,39.912,-575
27,Collimator,gamma,0.693304,11.4884,8.24379,-575
27,Collimator,gamma,17.4898,11.2567,22.3979,-575
27,Collimator,gamma,24.1405,8.5752,31.2562,-575
27,Collimator,gamma,3.36777,6.96805,28.1325,-575
27,Collimator,gamma,1.46507,2.60588,9.6545,-568.28
27,Collimator,gamma,0.318024,6.84013,7.2947,-569.092
27,Collimator,gamma,11.5079,-5.85744,10.9681,-575
27,Collimator,gamma,0.510999,7.75545,-52.9497,-575
27,Collimator,e-,31.9551,-37.3463,-45.1107,-575
27,Collimator,gamma,6.86129,-23.5734,-13.1954,-575
27,Collimator,gamma,1.11692,-3.81385,24.7379,-575
27,Collimator,gamma,1.41746,3.11981,24.0699,-575
27,Collimator,gamma,11.0404,3.81005,17.7273,-575
27,Collimator,gamma,1.30888,-18.3316,30.037,-575
27,Collimator,gamma,24.4763,-6.07956,9.42259,-575
27,Collimator,gamma,0.285478,9.27753,3.73195,-568.196
27,Phantom,gamma,55.0544,-3.30581,13.0595,-365
27,Scint1,gamma,55.0544,-4.7045,18.5673,-202.5
27,DWC1,gamma,55.0544,-6.01712,23.7361,-50
27,DWC2,gamma,55.0544,-8.16895,32.2097,200
27,Scint2,gamma,55.0544,-11.5904,45.6825,597.5
27,Collimator,gamma,4.30057,43.5558,-41.5938,-575
27,Collimator,gamma,21.8158,33.6823,-31.4942,-575
27,Collimator,gamma,10.1286,40.5502,-35.9403,-575
27,Collimator,gamma,2.13823,59.7391,-33.8045,-575
27,Collimator,gamma,0.352498,12.4207,11.9719,-575
27,Collimator,gamma,33.5091,11.8903,-5.60493,-575
27,Collimator,gamma,0.960596,-8.1841,-5.74635,-574.341
27,Collimator,gamma,0.470593,-4.57889,-8.89009,-564.263
27,Collimator,gamma,2.77187,11.3755,3.03881,-575
27,Collimator,gamma,0.510999,2.22226,9.74995,-563.08
27,Phantom,gamma,5.58857,11.9136,-11.5305,-365
27,Scint1,gamma,5.58857,16.9367,-16.4081,-202.5
27,DWC1,gamma,5.58857,21.6508,-20.9856,-50
27,DWC2,gamma,5.58857,29.3787,-28.4897,200
27,Scint2,gamma,5.58857,41.6661,-40.4212,597.5
27,Phantom,gamma,2.14621,2.56596,1.58492,-365
27,Scint1,gamma,2.14621,3.63729,2.26473,-202.5
27,DWC1,gamma,2.14621,4.6427,2.90271,-50
27,DWC2,gamma,2.14621,6.29091,3.94858,200
27,Scint2,gamma,2.14621,8.91157,5.61152,597.5
27,Phantom,gamma,1.20463,0.52673,1.36299,-365
27,Scint1,gamma,1.20463,0.740876,1.94948,-202.5
27,DWC1,gamma,1.20463,0.941843,2.49988,-50
27,DWC2,gamma,1.20463,1.2713,3.40218,200
27,Scint2,gamma,1.20463,1.79513,4.83683,597.5
27,Phantom,gamma,1.95316,2.88285,1.52591,-365
27,Scint1,gamma,1.95316,4.0871,2.181,-202.5
27,DWC1,gamma,1.95316,5.21724,2.79577,-50
27,DWC2,gamma,1.95316,7.06992,3.8036,200
27,Scint2,gamma,1.95316,10.0157,5.40605,597.5
27,Collimator,gamma,3.34784,48.5637,-47.8543,-575
27,Phantom,gamma,15.1496,0.273697,-1.07096,-365
27,Scint1,gamma,15.1496,0.38228,-1.50348,-202.5
27,DWC1,gamma,15.1496,0.484181,-1.90938,-50
27,DWC2,gamma,15.1496,0.651231,-2.5748,200
27,Scint2,gamma,15.1496,0.916842,-3.63282,597.5
,-50
17,Phantom,gamma,26.3618,39.3009,-20.0242,-365
17,Phantom,gamma,84.45,1.31516,0.394699,-365
17,Scint1,gamma,84.45,1.87855,0.547798,-202.5
17,DWC1,gamma,84.45,2.40727,0.691475,-50
17,DWC2,gamma,84.45,3.27401,0.927012,200
17,Scint2,gamma,84.45,4.65214,1.30152,597.5
17,Phantom,gamma,602.082,0.714619,0.678106,-365
17,Scint1,gamma,602.082,1.02684,0.949168,-202.5
17,DWC1,gamma,602.082,1.31985,1.20355,-50
17,DWC2,gamma,602.082,1.80019,1.62057,200
17,Scint2,gamma,602.082,2.56393,2.28363,597.5
17,Phantom,gamma,1.56835,-0.105492,0.563162,-365
17,Scint1,gamma,1.56835,-0.136335,0.786134,-202.5
17,DWC1,gamma,1.56835,-0.165279,0.995386,-50
17,DWC2,gamma,1.56835,-0.212729,1.33842,200
17,Scint2,gamma,1.56835,-0.288175,1.88385,597.5
17,Collimator,gamma,0.736077,15.8598,-8.8523,-575
17,Collimator,gamma,11.9312,-8.84236,5.80115,-575
17,Collimator,gamma,1.42377,8.90102,4.55762,-561.655
17,Collimator,gamma,0.537705,52.025,-47.9359,-575
17,Collimator,gamma,3.20805,47.9101,25.4445,-575
17,Collimator,gamma,7.03641,-10.1811,21.184,-575
17,Collimator,gamma,5.13736,-14.0504,29.7255,-575
17,Cherenkov,gamma,0.609077,44.9822,-32.888,-850
17,Phantom,gamma,2.67579,-14.4009,-3.0576,-365
17,Scint1,gamma,2.67579,-20.4783,-4.36616,-202.5
