eventID,volume,particle,energy_MeV,theta_deg,phi_deg
17,Scint2,gamma,1.56835,0.0793663,97.8754
17,Collimator,gamma,0.736077,6.01266,-29.3196
17,Collimator,gamma,11.9312,3.46308,146.855
17,Collimator,gamma,1.42377,70.4029,-7.04648
17,Collimator,gamma,0.537705,22.3218,-43.3575
17,Collimator,gamma,3.20805,17.382,27.8349
17,Collimator,gamma,7.03641,7.67696,115.618
17,Collimator,gamma,5.13736,10.6868,115.265
17,Cherenkov,gamma,0.609077,151.14,-36.4402
17,Phantom,gamma,2.67579,2.19086,-167.849
17,Scint1,gamma,2.67579,2.19086,-167.849
17,DWC1,gamma,2.67579,2.19086,-167.849
17,DWC2,gamma,2.67579,2.19086,-167.849
19,11.4236,118.733
43,Collimator,gamma,0.395073,4.06844,119.93
43,Phantom,gamma,306.67,0.709431,-17.5229
43,Scint1,gamma,306.67,0.709431,-17.5229
43,DWC1,gamma,306.67,0.709431,-17.5229
43,DWC2,gamma,306.67,0.709431,-17.5229
43,Scint2,gamma,306.67,0.709431,-17.5229
43,Phantom,gamma,11.6045,0.30657,60.1637
43,Scint1,gamma,11.6045,0.30657,60.1637
43,DWC1,gamma,11.6045,0.30657,60.1637
43,DWC2,gamma,11.6045,0.30657,60.1637
43,Scint2,gamma,11.6045,0.30657,60.1637
43,Phantom,gamma,1.0944,0.707884,-101.749
43,Scint1,gamma,1.0944,0.707884,-101.749
43,DWC1,gamma,1.0944,0.707884,-101.749
43,DWC2,gamma,1.0944,0.707884,-101.749
43,Scint2,gamma,1.0944,0.707884,-101.749
43,Phantom,gamma,1.46301,5.9569,-70.2875
43,Scint1,gamma,1.46301,5.9569,-70.2875
43,DWC1,gamma,1.46301,5.9569,-70.2875
43,DWC2,gamma,1.46301,5.9569,-70.2875
43,BremsTarget,gamma,0.486943,159.976,-151.56
43,Collimator,gamma,2.81036,34.8622,-156.899
43,Collimator,gamma,0.167712,4.06817,34.5605
43,Collimator,gamma,36.7358,4.85872,40.6094
43,Collimator,gamma,3.4796,47.7896,-146.946
43,Collimator,gamma,0.383571,67.5303,12.2769
43,Collimator,gamma,10.4623,3.96809,52.0964
43,Collimator,gamma,0.510999,84.3795,-92.9432
43,Collimator,gamma,4.80162,4.54358,67.47
43,Phantom,gamma,4.80162,4.54358,67.47
43,Collimator,gamma,0.299997,4.7849,72.218
43,Collimator,gamma,6.29101,4.91244,71.0566
43,Collimator,gamma,0.530739,4.97848,67.4972
43,Collimator,gamma,3.75706,5.20964,67.3927
43,Phantom,gamma,2.62574,0.0964598,95.8557
43,Scint1,gamma,2.62574,0.0964598,95.8557
43,DWC1,gamma,2.62574,0.0964598,95.8557
43,DWC2,gamma,2.62574,0.0964598,95.8557
43,Scint2,gamma,2.62574,0.0964598,95.8557
43,Cherenkov,gamma,0.510999,167.58,63.1655
43,Cherenkov,gamma,3.27892,150.982,135.313
43,Collimator,gamma,1.16127,12.3279,139.372
43,Collimator,gamma,22.2384,3.00503,52.0761
43,Collimator,gamma,0.510999,118.631,-153.966
43,Phantom,gamma,14.0367,6.37179,160.996
43,Scint1,gamma,14.0367,6.37179,160.996
43,DWC1,gamma,14.0367,6.37179,160.996
43,DWC2,gamma,14.0367,6.37179,160.996
antom,gamma,0.824472,1.72714,169.006
3,Scint1,gamma,0.824472,1.72714,169.006
3,DWC1,gamma,0.824472,1.72714,169.006
3,DWC2,gamma,0.824472,1.72714,169.006
3,Scint2,gamma,0.824472,1.72714,169.006
3,Phantom,gamma,1410.72,0.0419579,13.8524
3,Scint1,gamma,1410.72,0.0419579,13.8524
3,DWC1,gamma,1410.72,0.0419579,13.8524
3,DWC2,gamma,1410.72,0.0419579,13.8524
3,Scint2,gamma,1410.72,0.0419579,13.8524
3,Phantom,gamma,17.9389,0.0199104,-25.5795
3,Scint1,gamma,17.9389,0.0199104,-25.5795
ntom,gamma,4.69556,15.1453,-3.05071
21,Collimator,gamma,0.273397,64.1541,94.2677
21,Collimator,gamma,16.4236,4.13115,-132.732
21,Phantom,gamma,7.45916,11.385,-62.0669
21,Collimator,gamma,23.5897,4.44319,-129.825
21,BremsTarget,gamma,0.734456,161.162,-37.0153
21,Collimator,gamma,150.202,5.01674,-116.224
21,Collimator,gamma,0.384254,117.554,54.8042
21,Phantom,gamma,4.2768,18.0162,118.566
21,Collimator,gamma,0.812962,37.1848,54.022
21,Collimator,gamma,0.877669,119.467,83.5952
21,Collimator,gamma,0.902949,93.6078,38.28
21,Collimator,gamma,0.481847,3.49949,-108.92
21,Collimator,gamma,1.55771,3.54822,-118.129
21,Collimator,gamma,0.510999,83.7919,60.105
21,Collimator,gamma,1.86783,21.3851,-47.4376
21,Phantom,gamma,65.5161,0.591553,-92.2137
21,Scint1,gamma,65.5161,0.591553,-92.2137
21,DWC1,gamma,65.5161,0.591553,-92.2137
21,DWC2,gamma,65.5161,0.591553,-92.2137
21,Scint2,gamma,65.5161,0.591553,-92.2137
21,Phantom,gamma,8.58084,0.120062,-19.2784
21,Scint1,gamma,8.58084,0.120062,-19.2784
21,DWC1,gamma,8.58084,0.120062,-19.2784
21,DWC2,gamma,8.58084,0.120062,-19.2784
21,Scint2,gamma,8.58084,0.120062,-19.2784
21,Phantom,gamma,19.8795,0.235585,21.3175
21,Scint1,gamma,19.8795,0.235585,21.3175
21,DWC1,gamma,19.8795,0.235585,21.3175
21,DWC2,gamma,19.8795,0.235585,21.3175
21,Scint2,gamma,19.8795,0.235585,21.3175
21,Collimator,gamma,0.575843,10.988,-136.771
21,Phantom,gamma,6.14351,0.0870935,18.936
21,Scint1,gamma,6.14351,0.0870935,18.936
21,DWC1,gamma,6.14351,0.0870935,18.936
21,DWC2,gamma,6.14351,0.0870935,18.936
21,Scint2,gamma,6.14351,0.0870935,18.936
Collimator,gamma,6.76369,6.30132,-152.593
49,Collimator,gamma,27.3892,6.21786,-145.218
49,Collimator,gamma,2.13231,77.4283,15.8994
49,Collimator,gamma,2.45874,49.5376,55.571
49,Collimator,gamma,6.50053,6.76443,-140.004
49,Collimator,gamma,37.2584,4.33971,-158.733
49,Collimator,gamma,1.85292,5.735,-168.659
49,Collimator,gamma,0.41432,4.18053,173.18
49,Collimator,gamma,1.59668,4.07846,-169.921
49,Phantom,gamma,1.59668,4.07846,-169.921
49,Scint1,gamma,1.59668,4.07846,-169.921
49,DWC1,gamma,1.59668,4.07846,-169.921
49,DWC2,gamma,1.59668,4.07846,-169.921
49,Collimator,gamma,18.8376,2.94421,-161.183
49,Collimator,gamma,0.510999,56.3828,31.3136
49,Phantom,gamma,1.58864,10.68,159.075
49,Collimator,gamma,5.03588,6.56053,-5.02568
49,Collimator,gamma,1.74669,15.8958,53.5241
49,Collimator,gamma,28.6504,13.8491,58.3663
49,Collimator,gamma,9.59373,6.61737,78.3935
49,Collimator,gamma,1.09185,7.50322,139.974
49,Collimator,gamma,20.9114,7.29822,105.448
49,Collimator,gamma,11.6283,8.84361,88.5171
49,Phantom,gamma,4.8953,1.07345,-116.361
49,Scint1,gamma,4.8953,1.07345,-116.361
49,DWC1,gamma,4.8953,1.07345,-116.361
49,DWC2,gamma,4.8953,1.07345,-116.361
49,Scint2,gamma,4.8953,1.07345,-116.361
49,Phantom,gamma,1.12344,1.75883,140.557
49,Scint1,gamma,1.12344,1.75883,140.557
49,DWC1,gamma,1.12344,1.75883,140.557
49,DWC2,gamma,1.12344,1.75883,140.557
49,Scint2,gamma,1.12344,1.75883,140.557
49,Collimator,gamma,0.510999,112.731,146.868
49,Collimator,gamma,0.510999,86.231,-160.644
49,Phantom,gamma,2.03779,17.8044,-147.235
49,Collimator,gamma,1.10424,58.7344,-122.287
49,Collimator,gamma,1.76562,66.495,-147.691
49,Collimator,gamma,0.434708,88.1515,-135.985
