eventID,volume,particle,energy_MeV,x_mm,y_mm,z_mm,process,fromVolume
38,Collimator,gamma,13.0374,19.6088,-28.3022,-575,Transportation,World
38,Collimator,gamma,3.26214,23.7721,-28.0401,-575,Transportation,World
38,Collimator,gamma,44.7052,-7.94045,9.28127,-575,Transportation,World
38,Collimator,gamma,0.521871,7.87431,-6.16403,-550.841,Transportation,World
38,Collimator,gamma,0.510999,-4.01266,-9.15961,-537.562,Transportation,World
38,Phantom,gamma,8.07347,-3.55206,-34.0868,-365,Transportation,World
38,Phantom,gamma,2.50239,-5.95163,10.1282,-365,Transportation,World
38,Scint1,gamma,2.50239,-3.6674,10.1301,-202.5,Transportation,World
38,DWC1,gamma,2.50239,-1.52373,10.1319,-50,Transportation,World
38,DWC2,gamma,2.50239,1.99048,10.1349,200,Transportation,World
38,Scint2,gamma,2.50239,7.57807,10.1395,597.5,Transportation,World
38,Collimator,gamma,38.8413,-11.1333,3.55852,-575,Transportation,World
38,Collimator,gamma,0.510999,-1.71898,-9.85115,-560.926,Transportation,World
38,Phantom,gamma,3.78725,-5.28147,1.04428,-365,Transportation,World
38,Scint1,gamma,3.78725,-7.46644,1.52368,-202.5,Transportation,World
38,DWC1,gamma,3.78725,-9.51695,1.97359,-50,Transportation,World
38,DWC2,gamma,3.78725,-12.8784,2.71113,200,Transportation,World
38,Scint2,gamma,3.78725,-18.2232,3.88382,597.5,Transportation,World
38,Collimator,gamma,2.81155,24.2967,15.5727,-575,Transportation,World
38,Collimator,gamma,1.82106,28.9285,11.3126,-575,Transportation,World
38,Collimator,gamma,2.71363,-20.9055,-18.97,-575,Transportation,World
38,Phantom,gamma,2.71363,-45.7803,-41.5349,-365,Transportation,World
38,DWC1,gamma,2.71363,-83.0924,-75.3823,-50,Transportation,World
38,Phantom,gamma,0.854235,-9.74563,-6.76805,-365,Transportation,World
38,Scint1,gamma,0.854235,-13.8112,-9.58035,-202.5,Transportation,World
38,DWC1,gamma,0.854235,-17.6265,-12.2196,-50,Transportation,World
38,DWC2,gamma,0.854235,-23.8812,-16.5462,200,Transportation,World
38,Scint2,gamma,0.854235,-33.8262,-23.4255,597.5,Transportation,World
38,Phantom,gamma,137.638,-7.55444,-9.73586,-365,Transportation,World
38,Scint1,gamma,137.638,-10.6873,-13.8047,-202.5,Transportation,World
38,DWC1,gamma,137.638,-13.6274,-17.6232,-50,Transportation,World
38,DWC2,gamma,137.638,-18.4472,-23.883,200,Transportation,World
38,Scint2,gamma,137.638,-26.1107,-33.8361,597.5,Transportation,World
38,Cherenkov,gamma,0.387465,30.2396,8.51725,-850,Transportation,World
38,Phantom,gamma,152.536,13.2751,-5.92453,-365,Transportation,World
38,Scint1,gamma,152.536,18.8884,-8.38739,-202.5,Transportation,World
38,DWC1,gamma,152.536,24.1562,-10.6987,-50,Transportation,World
38,DWC2,gamma,152.536,32.7919,-14.4877,200,Transportation,World
38,Scint2,gamma,152.536,46.5227,-20.5122,597.5,Transportation,World
38,Collimator,gamma,15.1654,9.23669,-3.8319,-570.459,Transportation,World
