eventID,volume,particle,energy_MeV,x_mm,y_mm,z_mm
9.5166,200
23,Collimator,gamma,9.70725,-13.0862,-2.71259,-575
3062,-575
26,Collimator,gamma,2.03347,-23.7255,-8.07683,-575
26,Phantom,gamma,3.19321,0.231135,0.825223,-365
26,Scint1,gamma,3.19321,0.30047,1.28179,-202.5
26,DWC1,gamma,3.19321,0.365539,1.71025,-50
26,DWC2,gamma,3.19321,0.472208,2.41266,200
26,Scint2,gamma,3.19321,0.641812,3.52949,597.5
27,Cherenkov,e-,499.969,0.00889468,-0.0166863,-950
27,BremsTarget,e-,499.885,0.0769829,-0.218819,-754.375
27,Collimator,gamma,0.493307,-28.4795,-43.0025,-575
27,Collimator,e-,12.8569,54.7445,-16.6671,-575-10.7448,-1.68889,-202.5
51,DWC1,e-,112.893,-18.1799,-8.72511,-50
51,DWC2,e-,112.826,-30.4829,-17.8062,200
1,gamma,3.22082,0.129204,1.45249,-50
95,DWC2,gamma,3.22082,0.159399,2.03015,200
95,Scint2,gamma,3.22082,0.207408,2.94862,597.5
113,200
3,Phantom,gamma,0.670827,-39.2475,22.512,-365
3,DWC1,gamma,0.670827,-96.1238,61.1891,-50
3,Phantom,gamma,3.71047,-39.4769,12.1087,-365
3,DWC1,gamma,3.71047,-96.797,30.6696,-50
3,Collimator,e-,3.02186,-10.2378,3.22115,-525
3,Phantom,gamma,17.4392,-3.02405,2.49514,-365
3,Scint1,gamma,17.4392,-4.31517,3.43786,-202.5
3,DWC1,gamma,17.4392,-5.52684,4.32257,-50
3,DWC2,gamma,17.4392,-7.51317,5.77291,200
3,Scint2,gamma,17.4392,-10.6714,8.07895,597.5

10,Scint2,gamma,0.797117,-18.4149,-1.80071,597.5
11,Cherenkov,e-,499.911,0.032742,0.00353047,-950
11,BremsTarget,e-,499.872,0.175233,-0.0509814,-754.375
11,Collimator,e-,53.2693,54.3771,32.7809,-575
11,Collimator,gamma,34.7028,50.0837,11.6111,-575
11,Collimator,gamma,0.375281,36.0539,19.5393,-575
11,Collimator,gamma,0.257622,31.5076,24.0778,-575
