eventID,volume,energy_MeV,x_mm,y_mm,z_mm
9,Collimator,123.812,-7.91207,-13.0093,-575
9,Collimator,0.905578,9.9987,-0.161277,-558.55
9,Collimator,42.4392,-7.18932,-7.65784,-575
9,Collimator,0.510999,9.79147,-2.03153,-574.771
9,Collimator,0.10216,8.38531,-5.44853,-550.286
9,Collimator,0.343243,9.67849,-2.51533,-568.141
9,Collimator,9.68903,-1.31119,-9.91367,-551.98
9,Collimator,0.510999,7.78987,-6.27041,-526.886
9,Phantom,55.5982,0.157125,3.02137,-365
9,Scint1,55.5982,0.211581,4.28281,-202.5
9,DWC1,55.5982,0.262685,5.46663,-50
9,DWC2,55.5982,0.346463,7.4073,200
9,Scint2,55.5982,0.47967,10.493,597.5
9,Collimator,0.666146,41.521,38.0467,-575
9,Collimator,0.224588,46.028,-25.563,-575
9,Collimator,1.56115,-26.7078,32.815,-575
9,Collimator,1.08875,35.1791,-44.4469,-575
9,Phantom,2.11143,-0.185942,0.836893,-365
9,Scint1,2.11143,-0.27535,1.18515,-202.5
9,DWC1,2.11143,-0.359255,1.51198,-50
9,DWC2,2.11143,-0.496804,2.04777,200
9,Scint2,2.11143,-0.715508,2.89967,597.5
,9.96502,-544.884
37,Collimator,0.116452,-1.13481,9.9354,-536.404
37,Collimator,0.170338,-5.96474,-8.02632,-560.558
37,Collimator,1.50123,-9.1061,-45.229,-575
37,Collimator,0.392764,-56.6206,-50.8747,-575
37,Phantom,2.20891,11.6558,-0.644408,-365
37,Scint1,2.20891,25.3488,5.40918,-202.5
37,DWC1,2.20891,38.1991,11.0902,-50
37,DWC2,2.20891,59.2652,20.4035,200
37,Collimator,0.495533,-6.60066,7.51208,-543.885
37,Collimator,1.44192,6.47834,7.61782,-528.49
37,Collimator,0.296748,3.80195,-9.24906,-571.816
37,Phantom,15.0301,7.86054,-2.48829,-365
37,Scint1,15.0301,11.1156,-3.56758,-202.5
37,DWC1,15.0301,14.1704,-4.58046,-50
37,DWC2,15.0301,19.1783,-6.24092,200
37,Scint2,15.0301,27.1407,-8.88105,597.5
37,Phantom,2.18615,12.1328,0.0235676,-365
37,Scint1,2.18615,17.2086,0.0149307,-202.5
37,DWC1,2.18615,21.9719,0.00682523,-50
37,DWC2,2.18615,29.7808,-0.00646239,200
37,Scint2,2.18615,42.1968,-0.0275897,597.5
37,Phantom,94.039,22.4223,-20.1604,-365
37,Scint1,94.039,36.6918,-33.7169,-202.5
37,DWC1,94.039,50.0831,-46.4392,-50
37,DWC2,94.039,72.0361,-67.2953,200
37,Phantom,0.450805,28.2487,-25.3746,-365
37,Scint1,0.450805,48.3493,-44.1634,-202.5
37,DWC1,0.450805,67.2128,-61.796,-50
37,DWC2,0.450805,98.1368,-90.7018,200
37,Phantom,1.5283,-2.84672,10.9423,-365
37,Phantom,13.5815,18.0305,-18.3644,-365
37,Scint1,13.5815,28.0159,-30.1785,-202.5
37,DWC1,13.5815,37.3868,-41.2655,-50
37,DWC2,13.5815,52.7489,-59.4411,200
37,Phantom,46.811,12.0574,2.15449,-365
37,Scint1,46.811,17.0803,3.04295,-202.5
37,DWC1,46.811,21.794,3.87674,-50
37,DWC2,46.811,29.5215,5.2436,200
37,Scint2,46.811,41.8083,7.4169,597.5
37,Phantom,3.29127,11.3999,1.71188,-365
37,Scint1,3.29127,16.1461,2.41412,-202.5
37,DWC1,3.29127,20.6003,3.07314,-50
37,DWC2,3.29127,27.9021,4.1535,200
37,Scint2,3.29127,39.5121,5.87127,597.5
37,Collimator,0.909677,15.0218,-27.4262,-575
37,Collimator,11.8162,29.1218,7.52976,-575
37,Collimator,9.47361,9.9999,0.0449565,-570.534
37,Collimator,0.181772,-9.56947,-2.90264,-536.419
37,Phantom,889.978,1.38395,2.14835,-365
37,Scint1,889.978,1.9211,3.03621,-202.5
37,DWC1,889.978,2.4252,3.86944,-50
37,DWC2,889.978,3.25159,5.23538,200
37,Scint2,889.978,4.56554,7.40723,597.5
37,Phantom,7.12258,2.69423,1.72226,-365
37,Scint1,7.12258,3.7808,2.43118,-202.5
37,DWC1,7.12258,4.80049,3.09647,-50
37,DWC2,7.12258,6.47212,4.18711,200
37,Scint2,7.12258,9.13002,5.92122,597.5
37,Phantom,5.68629,2.83032,1.48117,-365
37,Scint1,4.79982,25.3518,-11.3437,-202.5
37,DWC1,4.79982,50.2665,-25.7539,-50
37,DWC2,4.79982,91.1103,-49.3772,200
37,Cherenkov,0.897737,-46.7252,-44.2208,-850
37,Cherenkov,0.571866,29.3117,-16.7583,-850
37,Collimator,2.01786,9.30008,-3.67538,-541.185
37,Collimator,0.510999,3.93186,9.19459,-535.563
37,Collimator,0.428301,6.35802,14.0724,-575
37,Collimator,32.1832,45.4965,-12.1368,-575
37,BremsTarget,0.694537,-5.51854,-40.4567,-745.625
37,Collimator,30.047,14.3249,-33.3693,-575
37,Collimator,3.53713,-4.41758,-24.6027,-575
37,Collimator,0.559997,-12.4911,-17.7399,-575
37,Collimator,18.7576,-13.3894,-18.9644,-575
37,Phantom,13.0909,-4.1289,-14.8743,-365
37,Scint1,13.0909,-5.91847,-21.1562,-202.5
37,DWC1,13.0909,-7.5979,-27.0515,-50
37,DWC2,13.0909,-10.3511,-36.716,200
37,Phantom,5.03942,-13.579,-5.12512,-365
37,Scint1,5.03942,-19.3519,-7.29613,-202.5
37,DWC1,5.03942,-24.7695,-9.33354,-50
37,DWC2,5.03942,-33.6509,-12.6736,200
37,Scint2,5.03942,-47.7723,-17.9842,597.5
37,Collimator,1.21073,11.023,-2.28036,-575
37,Collimator,0.513271,-26.3567,22.2378,-575
37,Collimator,2.89607,-24.8399,23.9806,-575
37,Collimator,3.40053,11.3927,9.711,-575
37,Collimator,2.80872,9.76684,-34.3696,-575
37,Collimator,0.510999,-4.13053,-9.10707,-567.042
37,Collimator,0.887014,-9.72565,-2.3263,-527.599
37,Collimator,1.56274,4.02924,-17.6371,-575
37,Collimator,25.3104,10.1565,-5.60681,-575
37,Collimator,0.282183,-9.99995,0.0330325,-559.367
37,Collimator,1.62889,9.91789,-4.31256,-575
37,Collimator,1.71466,16.012,-0.868485,-575
37,Phantom,1.30203,10.3364,0.758048,-365
37,Scint1,1.30203,14.6047,1.14311,-202.5
37,DWC1,1.30203,18.6103,1.50447,-50
37,DWC2,1.30203,25.177,2.09686,200
37,Scint2,1.30203,35.6179,3.03877,597.5
.992,-31.2271,-575
45,Collimator,6.07558,-52.6139,32.4897,-575
45,Collimator,15.2049,-12.5963,-2.26779,-575
45,Collimator,2.43751,4.4558,-11.538,-575
45,Collimator,49.7457,-9.07585,36.5922,-575
45,Collimator,5.81172,-12.7525,23.3912,-575
45,Collimator,7.89934,-16.8259,-2.85046,-575
45,Collimator,0.572049,-17.094,-3.18505,-575
45,Collimator,5.65089,-11.1911,-0.653925,-575
45,Phantom,5.1949,-48.3592,7.57582,-365
45,Phantom,3.34481,-8.04336,6.11834,-365
45,Scint1,3.34481,-11.4598,8.66117,-202.5
45,DWC1,3.34481,-14.6661,11.0475,-50
45,DWC2,3.34481,-19.9222,14.9596,200
45,Scint2,3.34481,-28.2795,21.1797,597.5
45,Collimator,0.907177,-30.5007,16.3888,-575
45,Collimator,2.72718,-34.6403,13.9618,-575
45,Phantom,2.94678,0.0889217,0.682787,-365
45,Scint1,2.80774,-20.6769,4.45849,-202.5
45,DWC1,2.80774,-40.5192,8.06178,-50
45,DWC2,2.80774,-73.0477,13.9688,200
45,Collimator,5.3446,-10.6355,-5.61207,-575
45,Collimator,1.17347,-33.3277,11.2647,-575
45,Collimator,5.77089,-49.9948,-16.2,-575
45,Collimator,4.21756,-16.4562,-22.7809,-575
45,Phantom,16.8601,-0.138527,0.693263,-365
45,Scint1,16.8601,-0.242606,0.963207,-202.5
45,DWC1,16.8601,-0.34028,1.21654,-50
45,DWC2,16.8601,-0.500401,1.63184,200
45,Scint2,16.8601,-0.754995,2.29216,597.5
Scint1,1.15277,-3.77058,-11.2735,-202.5
29,DWC1,1.15277,-4.79932,-14.4696,-50
29,DWC2,1.15277,-6.48578,-19.7092,200
29,Scint2,1.15277,-9.16726,-28.04,597.5
29,Phantom,0.792272,-0.430645,-8.77865,-365
29,Scint1,0.792272,-0.595808,-12.6044,-202.5
29,DWC1,0.792272,-0.750806,-16.1948,-50
29,DWC2,0.792272,-1.0049,-22.0806,200
29,Scint2,0.792272,-1.40891,-31.4391,597.5
29,Phantom,15.1678,-5.49803,-7.36452,-365
29,Scint1,15.1678,-7.80863,-10.5915,-202.5
29,DWC1,15.1678,-9.97704,-13.6198,-50
29,DWC2,15.1678,-13.5318,-18.5844,200
29,Scint2,15.1678,-19.1839,-26.478,597.5
29,Phantom,40.8798,5.95373,2.1648,-365
29,Phantom,2.42446,3.24074,6.42319,-365
29,Phantom,67.7653,-0.64054,-0.205514,-365
29,Scint1,67.7653,-0.886275,-0.389335,-202.5
29,DWC1,67.7653,-1.11689,-0.561843,-50
29,DWC2,67.7653,-1.49494,-0.844645,200
29,Scint2,67.7653,-2.09605,-1.2943,597.5
29,Collimator,2.20588,-8.35594,50.4417,-575
29,Collimator,0.461064,-11.746,-10.8843,-575
29,Phantom,1.36246,-1.23681,-0.144961,-365
29,Scint1,1.36246,-1.73133,-0.303576,-202.5
29,DWC1,1.36246,-2.1954,-0.45243,-50
29,DWC2,1.36246,-2.95619,-0.696454,200
29,Scint2,1.36246,-4.16584,-1.08445,597.5
73533,-10.425,8.64511,200
49,Scint2,1.73533,-14.811,12.2764,597.5
49,Collimator,0.510999,-9.97158,-0.753323,-560.254
49,Collimator,2.06589,8.96267,-4.43514,-553.463
49,Collimator,0.510999,-8.74814,-4.84459,-557.824
49,Collimator,0.420506,-6.99838,-18.6255,-575
49,Collimator,1.95458,-11.5376,-30.8807,-575
49,Collimator,0.106306,-20.6025,27.745,-575
49,Scint1,0.710417,15.3561,15.5964,-202.5
49,DWC1,0.710417,19.828,19.8948,-50
49,DWC2,0.710417,27.1591,26.9415,200
49,Scint2,0.710417,38.8154,38.1457,597.5
49,Phantom,1.94479,4.60102,9.87374,-365
49,Scint1,1.94479,6.53273,14.0759,-202.5
49,DWC1,1.94479,8.34556,18.0194,-50
49,DWC2,1.94479,11.3174,24.4842,200
49,Scint2,1.94479,16.0427,34.7632,597.5
49,Phantom,1.56472,6.24252,10.1909,-365
49,Scint1,1.56472,8.87447,14.5282,-202.5
49,DWC1,1.56472,11.3445,18.5986,-50
49,DWC2,1.56472,15.3936,25.2714,200
49,Scint2,1.56472,21.8317,35.8812,597.5
49,Phantom,6.1832,8.52821,8.83408,-365
49,Scint1,6.1832,12.1342,12.593,-202.5
49,DWC1,6.1832,15.5183,16.1206,-50
49,DWC2,6.1832,21.0661,21.9036,200
49,Scint2,6.1832,29.887,31.0985,597.5
49,Phantom,52.5447,4.51058,9.95303,-365
49,Scint1,1.84593,1.16071,-1.75411,-202.5
49,DWC1,1.84593,-2.37624,-15.2437,-50
49,DWC2,1.84593,-8.17452,-37.3579,200
49,Phantom,2.09968,3.98778,9.89546,-365
49,Scint1,1.88665,33.5401,-11.3133,-202.5
49,DWC1,1.88665,62.0354,-31.9112,-50
49,Phantom,1.39041,6.13765,6.59623,-365
49,Phantom,32.0907,4.94408,4.39559,-365
49,Scint1,32.0907,7.02282,6.26858,-202.5
49,DWC1,32.0907,8.97364,8.02631,-50
49,DWC2,32.0907,12.1717,10.9078,200
49,Scint2,32.0907,17.2566,15.4895,597.5
49,Phantom,4.325,4.69685,3.97435,-365
49,Scint1,4.325,6.67061,5.66846,-202.5
49,DWC1,4.325,8.5229,7.25831,-50
49,DWC2,4.325,11.5595,9.86462,200
49,Scint2,4.325,16.3876,14.0087,597.5
49,Phantom,6.31308,3.80456,1.53342,-365
49,Scint1,6.31308,5.39981,2.19224,-202.5
49,DWC1,6.31308,6.89689,2.81051,-50
49,DWC2,6.31308,9.35112,3.82407,200
49,Scint2,6.31308,13.2533,5.43563,597.5
49,Collimator,1.11259,-3.9225,10.6824,-575
49,Collimator,20.7239,29.4809,30.3818,-575
49,Phantom,3.52971,16.1855,1.12668,-365
49,Scint1,3.52971,23.0708,1.56798,-202.5
49,DWC1,3.52971,29.5324,1.98212,-50
49,DWC2,3.52971,40.1252,2.66105,200
49,Collimator,4.05773,19.3388,35.933,-575
49,Phantom,80.1213,-13.6614,8.86859,-365
49,Scint1,80.1213,-19.4549,12.6399,-202.5
49,DWC1,80.1213,-24.8918,16.1792,-50
49,DWC2,80.1213,-33.8049,21.9813,200
49,Scint2,80.1213,-47.9766,31.2066,597.5
