eventID,volume,particle,energy_MeV,x_mm,y_mm,z_mm,process,fromVolume
39,Collimator,gamma,0.577674,26.9998,16.4891,-575,Transportation,World
39,Collimator,gamma,9.96969,-4.0633,-9.13726,-558.388,Transportation,World
39,Collimator,gamma,0.510999,9.99437,-0.335502,-565.4,Transportation,World
39,Collimator,e-,3.41104,-0.795713,-9.96829,-547.251,Transportation,World
39,Collimator,e-,2.41214,8.24244,-5.66234,-552.248,Transportation,World
39,Collimator,e-,0.584779,9.18538,3.95333,-555.169,Transportation,World
39,Collimator,gamma,0.30609,7.14822,-6.99307,-550.881,Transportation,World
ator,gamma,0.970217,-15.0348,-3.21859,-575,Transportation,World
5164,-526.329,Transportation,World
45,Collimator,e+,1.58961,-8.05301,-5.92866,-525.987,Transportation,World
45,Collimator,e+,1.52345,-0.777118,-9.96976,-528.12,Transportation,World
45,Collimator,e+,1.46803,-0.63286,-9.97995,-528.172,Transportation,World
45,Collimator,e+,1.39176,8.01877,-5.9749,-525.784,Transportation,World
45,Collimator,e+,1.3077,0.0107296,9.99999,-541.839,Transportation,World
45,Collimator,e+,0.728409,5
31,Colli
9,Scint1,gamma,55.5982,0.211581,4.28281,-202.5,Transportation,World
9,DWC1,gamma,55.5982,0.262685,5.46663,-50,Transportation,World
9,DWC2,gamma,55.5982,0.346463,7.4073,200,Transportation,World
9,Scint2,gamma,55.5982,0.47967,10.493,597.5,Transportation,World
9,Collimator,gamma,0.666146,41.521,38.0467,-575,Transportation,World
9,Collimator,gamma,0.224588,46.028,-25.563,-575,Transportation,World
9,Collimator,gamma,1.56115,-26.7078,32.815,-575,Transportation,World
9,Collimator,gamma,1.08875,35.1791,-44.4469,-575,Transportation,World
9,Phantom,gamma,2.11143,-0.185942,0.836893,-365,Transportation,World
9,Scint1,gamma,2.11143,-0.27535,1.18515,-202.5,Transportation,World
9,DWC1,gamma,2.11143,-0.359255,1.51198,-50,Transportation,World
9,DWC2,gamma,2.11143,-0.496804,2.04777,200,Transportation,World
9,Scint2,gamma,2.11143,-0.715508,2.89967,597.5,Transportation,World
ransportation,World
33,Scint1,gamma,6.17504,-22.2988,-5.11506,-202.5,Transportation,World
33,DWC1,gamma,6.17504,-28.5493,-6.55947,-50,Transportation,World
33,DWC2,gamma,6.17504,-38.7961,-8.92734,200,Transportation,World
33,Phantom,gamma,0.725341,-3.42664,1.89131,-365,Transportation,World
33,Scint1,gamma,0.725341,-4.87391,2.68606,-202.5,Transportation,World
33,DWC1,gamma,0.725341,-6.23212,3.4319,-50,Transportation,World
33,DWC2,gamma,0.725341,-8.4587,4.65459,200,Transportation,World
33,Scint2,gamma,0.725341,-11.999,6.59867,597.5,Transportation,World
33,Collimator,e-,4.5154,34.508,54.5342,-575,Transportation,World
33,Phantom,gamma,0.153699,4.03389,-15.8139,-365,Transportation,World
33,Collimator,gamma,6.05553,-11.3775,4.35388,-575,Transportation,World
